nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 05:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 05:30,2000,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 05:30,2810,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 05:30,1630,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 05:30,1750,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 05:30,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 04:20,610,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 05:40,550,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 05:40,1080,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 05:40,5290,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 05:40,6550,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 05:40,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 05:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 05:40,3850,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 05:40,1310,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 05:40,1820,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 05:40,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 05:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 05:40,350,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 05:40,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 05:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 05:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 05:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 05:40,1990,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 05:40,2780,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 05:40,1650,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 05:40,1750,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 05:40,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 05:50,550,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 05:50,1080,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 05:50,5270,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 05:50,6540,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 05:50,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 05:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 05:50,3830,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 05:50,1340,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 05:50,1850,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 05:50,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 05:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 05:50,320,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 05:50,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 05:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 05:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 05:50,1990,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 05:50,2760,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 05:50,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 05:50,1760,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 05:50,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:00,540,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:00,1090,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:00,5260,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:00,6530,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:00,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:00,3810,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:00,1340,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:00,1840,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:00,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:00,320,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:00,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:00,1990,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:00,2740,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:00,1680,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:00,1780,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:00,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:10,540,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:10,1100,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:10,5240,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:10,6520,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:10,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:10,3800,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:10,1350,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:10,1890,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:10,-1820,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:10,320,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:10,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:10,1980,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:10,2720,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:10,1700,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:10,1790,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:10,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:20,530,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:10,1100,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:20,6510,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:20,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:20,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:20,3770,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:20,1350,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:20,1870,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:20,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:20,310,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:20,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:20,1980,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:20,2710,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:20,1710,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:20,1800,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:20,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:30,530,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:30,1120,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:30,6510,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:30,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:30,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:30,3760,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:30,1360,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:30,1940,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:30,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:30,320,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:30,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:30,1980,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:30,2710,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:30,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:30,1810,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:30,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 06:00,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:40,520,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:40,1130,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:40,6490,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:40,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:40,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:40,3740,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:40,1360,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:40,1860,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:40,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:40,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:40,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 06:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:40,1980,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:40,2700,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:40,1730,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:40,1810,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:40,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 06:50,520,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 06:50,1150,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 06:50,5220,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 06:50,6480,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 06:50,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:50,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 06:50,3730,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 06:50,1390,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 06:50,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 06:50,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 06:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 06:50,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 06:50,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 06:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 06:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 06:50,1990,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 06:50,2700,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 06:50,1740,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 06:50,1810,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 06:40,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:00,510,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:00,1180,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:00,5250,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:00,6470,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:00,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 06:50,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:00,3700,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:00,1410,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:00,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:00,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:00,290,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:00,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:00,2000,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:00,2750,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:00,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:00,1810,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:00,1630,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:10,510,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:10,1180,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:10,5260,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:10,6470,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:10,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 07:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:10,3780,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:10,1370,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:10,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:00,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:10,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:10,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:10,2030,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:10,2820,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:10,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:10,1840,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:10,1620,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:20,510,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:20,1210,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:20,5280,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:20,6460,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:20,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 07:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:20,3800,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:20,1400,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:20,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:20,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:20,300,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:20,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:20,110,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:20,2040,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:20,2890,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:20,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:20,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:20,1620,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:30,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:30,1230,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:30,5290,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:30,6490,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:30,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 07:30,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:30,3770,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:30,1390,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:30,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:30,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:30,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:30,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:30,140,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:30,2060,Normal
